You are a useful system that helps people to decide whether they are eligible for a welfare benefit.

You will be presented with a comma-separated list of features describing the person that applied for the benefit. The features' names are as follows: {names}.

An exemplary CSV file that describes the individuals that applied for the benefit, alongside whether the benefit is to be approved (the "eligible" column) is as follows:

age,gender,paid_contribution_1,paid_contribution_2,paid_contribution_3,paid_contribution_4,paid_contribution_5,is_spouse,is_absent,capital_resources,patient_type,distance_to_hospital,eligible
60,f,yes,yes,yes,yes,yes,True,False,1827,out,57,True
20,m,no,yes,no,yes,yes,False,True,2380,out,14,False
91,f,yes,yes,yes,yes,yes,True,False,1388,in,2,True
45,m,yes,yes,no,yes,no,False,True,5936,out,5,False
50,m,no,yes,no,no,no,True,False,9629,out,23,False
10,m,no,no,yes,no,no,False,False,9795,in,88,False
99,f,yes,yes,yes,yes,no,True,False,2419,in,11,True
75,f,yes,yes,yes,yes,yes,True,False,1386,out,80,True
72,f,no,yes,no,no,no,False,False,7619,in,69,False
70,m,yes,no,yes,no,yes,False,False,3688,out,78,False
92,m,no,no,yes,yes,no,True,True,898,in,100,False
68,m,yes,yes,yes,yes,yes,True,False,646,out,67,True
73,f,yes,yes,yes,yes,yes,True,False,795,in,34,True
39,m,yes,no,no,yes,no,True,True,3336,in,30,False
74,f,yes,no,yes,yes,yes,True,True,8012,in,1,False
10,m,no,yes,yes,yes,no,True,True,2388,in,58,False
86,m,yes,yes,yes,yes,yes,True,True,7137,out,69,False
53,f,yes,no,no,yes,yes,False,True,5434,in,56,False
67,f,no,yes,yes,yes,yes,True,False,1195,in,35,True
94,m,yes,yes,yes,yes,yes,True,False,1548,out,85,True
93,f,yes,yes,yes,no,yes,True,False,2037,in,5,True
10,m,yes,no,yes,no,no,True,False,9312,out,81,False
62,f,no,yes,yes,yes,yes,True,False,91,out,68,True
7,f,no,no,yes,yes,yes,True,False,7616,out,43,False
89,m,yes,yes,no,yes,yes,True,False,1898,out,66,True
87,m,yes,yes,yes,yes,yes,True,False,1845,in,33,True
65,m,yes,yes,no,no,yes,False,True,6990,in,90,False
78,f,yes,yes,yes,yes,yes,True,False,2886,out,62,True
77,f,yes,yes,yes,no,yes,True,False,1445,in,13,True
71,m,yes,no,yes,yes,yes,False,True,507,out,52,False
60,f,no,yes,no,yes,yes,False,False,8768,out,20,False
58,f,no,no,yes,yes,yes,True,False,7327,in,13,False
82,f,yes,yes,yes,yes,yes,True,False,1365,in,15,True
97,m,no,no,yes,yes,yes,True,True,2355,out,31,False
88,m,yes,yes,yes,yes,yes,True,False,1866,out,54,True
10,f,yes,no,yes,no,yes,True,False,1657,out,74,False
80,f,yes,no,no,yes,yes,False,False,9500,in,46,False
83,f,yes,yes,yes,yes,yes,True,False,1780,out,85,True
92,f,yes,yes,yes,yes,no,True,False,2389,out,50,True
38,f,yes,yes,yes,yes,yes,False,True,3105,out,87,False
85,f,yes,yes,yes,yes,yes,True,False,2010,in,36,True
95,f,yes,yes,yes,yes,yes,True,False,2870,out,94,True
87,f,yes,yes,yes,yes,yes,True,False,1994,out,87,True
81,m,yes,yes,yes,yes,yes,True,False,340,out,80,True
100,f,no,yes,yes,yes,yes,True,False,46,in,10,True
91,m,yes,yes,yes,yes,no,True,False,601,in,15,True
86,m,yes,yes,yes,yes,no,False,True,4362,in,97,False
74,f,yes,yes,yes,yes,yes,True,False,823,out,56,True
72,m,yes,yes,yes,yes,yes,True,False,92,in,30,True
85,m,no,yes,yes,yes,yes,True,False,1874,in,33,True
70,m,yes,yes,yes,no,yes,True,False,1621,in,38,True
82,m,no,no,no,no,no,True,True,218,out,8,False
76,f,yes,yes,yes,yes,yes,True,False,2336,in,40,True
77,m,yes,yes,yes,no,yes,True,False,914,out,52,True
40,f,no,no,yes,no,no,True,False,4972,out,25,False
35,f,no,yes,no,yes,yes,True,True,3903,out,97,False
64,f,yes,yes,yes,no,yes,True,False,2,out,68,True
65,f,yes,no,yes,yes,no,False,False,7139,out,55,False
10,m,yes,no,yes,yes,no,False,True,6908,in,51,False
65,m,yes,yes,yes,yes,yes,True,False,1152,out,96,True
46,m,no,yes,no,yes,no,False,False,6152,out,39,False
28,m,no,yes,yes,yes,no,False,True,1116,in,13,False
82,f,yes,yes,yes,yes,yes,True,False,2630,out,86,True
22,m,no,yes,no,no,yes,True,True,2685,in,33,False
91,m,yes,yes,yes,yes,yes,True,False,2137,out,85,True
94,m,yes,no,no,no,yes,False,False,4231,out,43,False
72,f,yes,yes,no,yes,yes,True,False,51,out,87,True
87,f,yes,yes,no,yes,yes,True,False,1286,in,23,True
56,m,no,no,no,no,no,True,True,989,out,10,False
78,m,yes,yes,no,no,yes,True,True,3068,in,9,False
83,m,no,yes,no,yes,yes,True,False,7067,out,83,False
83,m,no,yes,yes,yes,yes,True,False,2739,out,55,True
63,f,yes,yes,yes,yes,yes,True,False,1246,out,56,True
92,f,yes,yes,yes,yes,yes,True,False,1658,in,22,True
76,f,yes,yes,yes,yes,yes,True,False,861,in,41,True
100,f,yes,no,yes,yes,yes,True,False,550,out,56,True
13,m,no,yes,yes,no,no,False,False,4327,in,18,False
83,f,yes,yes,yes,yes,yes,True,False,1216,in,23,True
56,f,yes,no,yes,yes,no,False,True,9033,out,74,False
83,f,no,no,no,no,no,True,False,5391,in,46,False
62,f,no,no,yes,no,no,False,False,3655,in,29,False
95,f,yes,yes,yes,yes,yes,True,False,2644,out,96,True
67,m,yes,yes,yes,yes,yes,True,False,360,out,96,True
64,m,yes,no,yes,no,yes,False,False,348,out,24,False
97,m,yes,yes,yes,yes,yes,True,False,2291,in,33,True
78,f,yes,yes,yes,yes,yes,True,False,2127,out,83,True
39,m,no,no,yes,yes,no,True,True,9750,out,18,False
82,m,yes,yes,yes,yes,yes,True,False,2753,out,78,True
64,f,yes,yes,no,yes,yes,True,False,684,in,5,True
94,m,yes,yes,yes,yes,yes,True,False,464,in,2,True
83,f,yes,yes,yes,yes,yes,True,False,1991,in,6,True
65,m,yes,no,no,no,no,False,False,6819,in,2,False
76,m,yes,yes,yes,no,yes,True,False,1231,in,47,True
59,f,yes,no,yes,yes,yes,True,False,6295,out,78,False
72,f,no,yes,yes,yes,yes,True,False,1239,in,38,True
65,m,yes,yes,no,yes,yes,True,False,611,in,9,True
40,f,no,yes,no,no,no,True,False,7158,in,51,False
51,f,yes,no,yes,no,no,False,False,2342,out,51,False
82,m,yes,yes,yes,yes,yes,True,False,349,out,73,True
7,f,no,yes,no,yes,no,False,False,4674,in,45,False
60,f,no,yes,yes,yes,yes,True,False,902,in,7,True
86,m,yes,yes,yes,no,yes,True,False,2745,in,39,True
21,m,no,yes,no,no,no,False,False,7216,in,59,False
88,f,no,yes,yes,no,yes,True,False,9643,out,61,False
92,m,no,yes,yes,yes,yes,True,False,1578,out,61,True
78,f,yes,yes,yes,yes,no,True,False,1484,in,39,True
74,m,yes,yes,no,yes,no,True,False,6759,in,95,False
83,m,yes,yes,no,yes,yes,True,False,789,in,6,True
99,m,yes,yes,yes,yes,yes,True,False,1351,out,62,True
63,m,yes,no,no,yes,no,False,True,4247,in,84,False
85,m,no,yes,yes,yes,yes,True,False,945,out,56,True
4,m,no,no,yes,no,yes,False,True,7132,in,15,False
70,m,yes,yes,yes,no,yes,True,False,38,out,72,True
50,m,yes,yes,no,yes,yes,False,True,1246,in,88,False
90,f,no,yes,yes,yes,yes,True,False,831,out,87,True
3,f,no,yes,no,no,no,False,True,6674,in,33,False
78,m,yes,yes,no,yes,yes,True,False,1929,out,75,True
97,f,no,no,yes,no,yes,True,False,3333,out,79,False
94,m,yes,yes,no,yes,yes,True,False,2976,out,67,True
70,f,yes,yes,yes,yes,yes,True,False,2225,in,41,True
91,m,yes,yes,yes,no,yes,False,False,8217,in,71,False
64,f,no,no,no,no,no,False,True,9511,in,79,False
12,m,yes,yes,yes,yes,no,False,True,3635,in,79,False
91,m,no,no,yes,no,no,False,True,2928,out,26,False
96,m,yes,yes,yes,yes,yes,True,False,1536,out,69,True
18,m,yes,no,no,no,no,True,True,7499,in,17,False
63,f,yes,no,yes,yes,yes,True,False,391,out,62,True
65,m,no,no,yes,yes,yes,False,True,1266,out,43,False
3,f,yes,no,no,yes,no,False,True,713,out,68,False
95,f,yes,yes,yes,yes,yes,True,False,138,in,4,True
6,f,no,yes,yes,no,yes,False,False,153,out,0,False
72,f,yes,no,no,yes,yes,False,False,583,in,87,False
97,m,yes,yes,no,yes,no,True,False,7619,in,28,False
69,f,yes,yes,yes,yes,yes,True,False,530,out,85,True
98,m,yes,yes,yes,yes,yes,True,False,1252,in,24,True
100,f,yes,yes,yes,yes,yes,True,False,2968,in,20,True
63,f,no,yes,yes,yes,yes,False,False,1540,in,53,False
94,m,yes,yes,yes,yes,yes,True,False,1521,in,38,True
68,m,yes,no,no,yes,yes,True,True,9391,out,26,False
86,m,no,no,no,yes,yes,False,True,8426,in,42,False
40,m,yes,no,no,yes,no,False,True,7760,out,17,False
66,f,yes,yes,yes,yes,yes,True,False,1574,in,18,True
81,m,yes,yes,yes,yes,yes,True,False,1779,out,91,True
11,m,yes,no,no,no,no,True,True,7960,in,18,False
11,m,yes,yes,yes,no,no,True,True,6622,out,21,False
93,m,yes,no,yes,yes,yes,True,False,2865,out,95,True
75,f,yes,yes,yes,yes,yes,True,False,2147,out,91,True
35,m,yes,no,no,no,no,True,True,5802,in,15,False
79,f,yes,yes,yes,yes,yes,True,False,1290,in,43,True
11,m,yes,no,yes,yes,no,True,False,542,in,78,False
18,f,yes,no,yes,yes,yes,False,True,8812,in,75,False
4,f,yes,no,no,yes,yes,True,True,191,in,64,False
78,f,yes,yes,yes,yes,yes,True,False,1406,out,55,True
75,f,yes,yes,yes,yes,yes,True,False,1516,out,66,True
83,f,yes,yes,yes,yes,no,True,False,1048,in,31,True
87,f,yes,no,yes,yes,yes,True,True,4655,in,8,False
81,m,yes,no,yes,yes,yes,True,False,547,in,10,True
92,f,yes,no,yes,yes,yes,True,False,883,in,49,True
2,f,no,no,yes,no,yes,False,False,2350,in,3,False
0,m,yes,yes,yes,no,yes,False,True,2073,in,67,False
71,m,yes,yes,no,no,no,False,False,974,out,93,False
0,f,yes,no,yes,yes,yes,False,True,6571,out,38,False
78,f,yes,yes,yes,no,yes,True,False,66,in,11,True
80,f,yes,yes,yes,yes,no,True,False,931,out,92,True
67,f,yes,yes,yes,yes,yes,True,False,2864,out,61,True
79,m,no,no,no,no,no,True,False,4838,out,12,False
20,m,no,yes,yes,yes,no,False,True,558,in,3,False
66,m,no,yes,yes,no,yes,False,False,8129,in,84,False
68,f,yes,yes,yes,yes,yes,True,True,3519,in,81,False
98,m,yes,no,yes,yes,yes,True,False,900,in,12,True
73,f,yes,yes,yes,yes,yes,True,False,2061,out,54,True
42,f,no,no,no,yes,no,False,True,6352,in,2,False
73,m,no,yes,no,no,no,False,False,6481,out,13,False
65,f,no,no,yes,yes,no,True,True,7991,out,1,False
64,f,yes,yes,yes,yes,yes,True,False,2273,out,79,True
66,f,yes,yes,yes,yes,no,True,False,1321,in,26,True
7,f,no,yes,no,yes,no,False,True,7438,in,83,False
67,m,yes,no,yes,yes,no,True,True,6726,in,57,False
31,m,yes,yes,yes,yes,no,False,True,665,in,44,False
97,m,yes,yes,yes,yes,yes,True,False,1798,in,46,True
43,f,no,no,no,no,no,False,False,4980,out,13,False
72,f,yes,yes,no,yes,yes,True,False,2125,out,59,True
19,f,yes,no,no,no,no,True,True,8616,in,47,False
68,f,no,yes,yes,yes,yes,True,False,1869,in,37,True
18,m,no,no,yes,no,no,False,False,618,in,63,False
89,m,no,no,yes,yes,no,False,True,4733,out,56,False
67,f,yes,no,no,no,no,False,True,2777,in,67,False
75,f,yes,yes,yes,yes,yes,True,False,46,in,19,True
22,f,no,yes,no,yes,no,False,False,6003,in,79,False
75,m,yes,yes,no,yes,yes,True,False,1240,out,65,True
70,m,yes,no,yes,yes,no,False,True,872,out,33,False
84,f,yes,yes,yes,yes,yes,True,False,1434,out,64,True
87,f,yes,yes,yes,yes,yes,True,False,2928,out,73,True
69,m,yes,yes,yes,no,yes,True,False,2036,in,45,True
91,m,no,no,no,no,no,False,True,5950,in,80,False
72,m,yes,yes,no,yes,yes,True,False,722,out,81,True
76,f,no,yes,yes,yes,yes,True,False,1080,out,50,True
27,m,no,no,no,yes,yes,False,False,992,out,23,False
79,m,no,no,no,no,no,False,True,7925,in,74,False
40,f,no,no,no,no,no,True,True,4671,out,65,False
96,m,yes,yes,yes,yes,yes,True,False,1109,out,87,True
87,f,yes,yes,yes,no,yes,True,False,257,in,44,True
84,m,yes,yes,yes,yes,no,True,False,1749,out,51,True
28,f,yes,yes,yes,no,no,False,True,5519,out,95,False
31,f,yes,yes,no,yes,no,False,False,9600,in,30,False
87,m,yes,yes,yes,yes,yes,True,False,1418,in,31,True
2,f,yes,yes,yes,no,yes,False,False,8462,out,38,False
67,f,yes,yes,yes,yes,yes,True,False,2738,out,73,True
99,f,no,no,no,no,no,False,False,9909,in,79,False
18,f,no,yes,yes,yes,yes,True,True,9767,in,37,False
67,f,yes,yes,yes,yes,no,True,False,1195,in,13,True
92,m,yes,yes,yes,yes,yes,True,False,2979,in,34,True
83,m,yes,no,yes,yes,yes,True,False,685,in,4,True
83,m,no,yes,yes,yes,yes,True,False,691,out,67,True
81,f,yes,yes,yes,no,yes,True,False,902,in,39,True
1,m,yes,no,no,yes,no,False,True,1243,out,32,False
75,f,yes,yes,no,yes,yes,True,False,171,in,14,True
90,m,yes,yes,no,yes,yes,False,True,3171,in,14,False
90,f,yes,yes,no,yes,yes,True,False,2849,out,81,True
15,f,no,yes,yes,no,no,False,True,4158,out,38,False
100,m,yes,no,no,no,no,False,False,3656,in,11,False
56,f,yes,no,yes,yes,no,True,True,7360,in,58,False
85,m,no,yes,yes,yes,yes,True,False,2434,in,4,True
44,f,no,no,no,yes,yes,True,False,4284,out,21,False
70,f,yes,yes,no,yes,yes,True,False,2481,out,56,True
78,m,yes,yes,yes,yes,yes,True,False,1731,out,71,True
72,f,yes,yes,yes,yes,no,True,False,190,in,17,True
7,f,no,yes,yes,yes,no,False,False,3004,out,8,False
18,f,yes,yes,no,no,yes,False,True,8445,out,77,False
77,m,no,no,no,no,yes,False,False,5769,in,75,False
62,f,yes,yes,yes,yes,yes,True,False,1968,out,78,True
71,f,yes,no,yes,yes,yes,True,False,2043,out,60,True
23,m,yes,yes,yes,no,no,False,True,6937,out,72,False
85,f,no,yes,no,no,no,False,True,5605,out,4,False
79,m,yes,no,yes,yes,yes,True,False,2819,out,64,True
63,f,yes,no,yes,yes,yes,True,False,2234,in,25,True
79,m,yes,no,yes,yes,yes,True,False,2489,in,38,True
7,f,yes,no,no,yes,no,True,True,8120,out,13,False
66,m,yes,yes,yes,no,yes,True,False,463,in,4,True
72,f,yes,yes,yes,yes,no,True,False,2451,out,52,True
60,f,yes,yes,no,yes,yes,True,False,2207,in,14,True
23,f,yes,no,yes,yes,no,True,True,1909,out,47,False
18,f,no,no,no,yes,yes,False,False,4540,in,50,False
80,f,yes,yes,yes,yes,yes,True,False,110,out,63,True
100,f,yes,yes,no,no,no,True,True,7714,in,69,False
0,m,no,yes,no,no,no,True,False,3366,out,81,False
68,f,yes,yes,yes,yes,yes,True,False,617,in,16,True
75,m,yes,yes,yes,yes,yes,True,False,925,out,59,True
54,f,no,yes,yes,yes,yes,True,True,4867,in,58,False
71,f,yes,yes,yes,yes,yes,True,False,2595,in,25,True
93,f,yes,yes,yes,yes,yes,True,False,880,out,63,True
78,f,no,no,no,yes,no,True,False,1684,out,81,False
72,f,yes,yes,yes,yes,no,True,False,2807,out,88,True
60,m,no,no,no,yes,no,True,True,9496,in,88,False
91,m,yes,yes,no,yes,no,True,True,9714,out,84,False
75,f,yes,yes,yes,yes,yes,True,False,2531,out,92,True
93,m,yes,yes,no,yes,yes,True,False,875,out,69,True
95,m,yes,yes,yes,yes,yes,True,False,464,out,58,True
88,m,yes,yes,yes,no,yes,True,False,1338,out,68,True
43,m,yes,no,yes,no,yes,False,True,9242,out,100,False
25,f,yes,yes,yes,yes,yes,False,True,1164,in,19,False
45,m,no,no,no,no,yes,False,True,9099,in,42,False
94,m,yes,yes,yes,no,yes,True,False,1170,in,18,True
35,f,yes,yes,yes,no,no,True,False,1976,in,40,False
98,m,yes,yes,yes,yes,no,True,False,2941,in,43,True
93,f,yes,yes,yes,yes,yes,True,False,2001,out,85,True
2,f,yes,yes,yes,yes,yes,True,True,6656,in,45,False
82,m,yes,yes,yes,yes,yes,True,False,156,in,24,True
80,m,yes,no,yes,no,yes,True,True,8441,out,18,False
5,m,no,yes,no,yes,no,False,False,7367,in,85,False
79,m,yes,no,no,no,yes,False,False,9756,out,4,False
32,f,no,yes,yes,no,no,False,True,8902,in,66,False
69,f,yes,no,yes,yes,yes,True,False,2680,in,0,True
51,m,no,no,yes,no,no,False,False,3373,in,49,False
79,m,yes,no,no,no,yes,False,True,6733,out,63,False
69,f,yes,yes,no,yes,yes,True,False,2153,in,17,True
76,f,yes,yes,yes,yes,yes,True,False,1741,in,4,True
73,f,yes,no,yes,yes,yes,True,False,2214,out,89,True
99,f,yes,yes,no,yes,yes,True,False,1913,in,13,True
84,m,yes,yes,yes,yes,yes,True,False,183,out,77,True
76,m,yes,no,yes,yes,yes,True,False,808,in,4,True
96,f,yes,yes,yes,yes,yes,True,False,2558,out,62,True
89,m,yes,yes,yes,no,yes,False,True,6026,in,80,False
61,m,no,no,no,no,yes,False,True,6347,out,74,False
91,f,yes,no,yes,yes,yes,True,False,1091,out,82,True
80,m,yes,yes,yes,yes,no,True,False,979,in,4,True
19,m,no,no,no,yes,no,False,True,1052,in,72,False
96,m,yes,yes,yes,no,yes,True,False,504,in,3,True
71,m,yes,yes,yes,yes,yes,True,False,1412,out,90,True
35,m,no,yes,yes,yes,no,True,True,8831,in,44,False
69,m,yes,yes,yes,yes,yes,True,False,1535,out,97,True
61,f,yes,yes,yes,yes,yes,True,False,1092,out,68,True
78,m,yes,yes,yes,yes,yes,True,False,1895,in,20,True
62,f,yes,yes,yes,yes,yes,True,False,1670,in,12,True
67,f,no,no,no,yes,no,True,True,8156,out,99,False
81,m,yes,yes,no,yes,yes,True,False,2584,out,56,True
75,f,yes,yes,yes,yes,yes,True,False,2717,in,19,True
75,m,yes,yes,yes,no,yes,True,False,1567,out,63,True
9,f,no,no,no,no,yes,True,False,7987,out,98,False
57,f,no,no,no,no,no,False,False,668,in,54,False
55,f,yes,yes,no,yes,yes,True,True,4189,out,12,False
68,m,yes,yes,yes,yes,yes,True,False,2298,in,37,True
79,m,yes,yes,no,yes,yes,True,False,1366,out,75,True
1,f,no,yes,yes,no,no,True,False,3577,in,78,False
69,f,yes,yes,yes,yes,no,True,False,1273,in,24,True
49,f,yes,no,no,yes,yes,False,False,7018,in,10,False
41,f,yes,yes,no,yes,no,True,False,5358,out,9,False
65,m,yes,yes,yes,yes,no,True,False,1161,out,89,True
92,m,yes,no,yes,yes,yes,True,False,1240,out,92,True
69,m,yes,yes,yes,yes,yes,True,False,1741,in,19,True
85,m,yes,yes,yes,yes,yes,True,False,317,in,35,True
8,f,no,yes,yes,yes,no,True,True,9004,out,24,False
63,f,no,yes,yes,yes,yes,True,False,2244,in,41,True
98,m,yes,yes,yes,yes,yes,True,False,2549,out,95,True
81,f,yes,no,no,no,yes,False,False,8998,in,16,False
68,m,yes,no,yes,yes,yes,True,False,1888,in,41,True
84,m,yes,yes,yes,yes,no,True,False,593,in,32,True
98,f,yes,yes,yes,yes,yes,True,False,369,out,67,True
84,f,yes,yes,no,yes,yes,True,False,2742,in,28,True
64,f,yes,yes,yes,yes,no,True,False,2390,out,90,True
97,f,yes,yes,yes,yes,yes,True,False,2374,out,99,True
41,f,no,yes,no,yes,no,False,False,6520,in,92,False
69,m,yes,yes,no,yes,yes,True,False,1172,out,94,True
49,f,yes,yes,no,yes,no,True,False,7406,out,12,False
92,m,no,yes,yes,yes,yes,True,False,1632,in,18,True
1,m,no,yes,yes,yes,no,False,False,9543,out,93,False
64,f,yes,yes,no,yes,yes,True,False,1970,out,82,True
49,m,yes,yes,no,no,yes,False,True,3788,in,8,False
79,m,yes,yes,yes,yes,yes,True,False,1127,out,95,True
72,f,yes,yes,yes,yes,yes,True,False,2847,out,97,True
14,m,yes,yes,yes,no,yes,False,True,953,in,69,False
88,m,yes,yes,yes,yes,yes,True,False,61,in,39,True
61,f,yes,yes,no,yes,yes,True,False,525,in,15,True
87,f,yes,yes,no,yes,no,True,True,5013,in,53,False
79,f,yes,yes,yes,no,no,False,True,3656,in,61,False
18,f,yes,no,no,no,no,True,False,6970,out,34,False
97,m,no,yes,yes,yes,yes,True,False,2506,out,81,True
86,f,yes,no,no,yes,yes,False,True,3296,in,6,False
97,m,yes,yes,yes,yes,yes,True,False,2219,in,23,True
71,f,yes,yes,yes,yes,yes,True,False,2392,out,58,True
83,m,yes,yes,yes,yes,yes,True,False,1388,out,71,True
97,m,yes,yes,no,yes,yes,True,False,2400,in,39,True
73,m,no,no,no,yes,no,False,True,258,out,56,False
26,m,no,no,yes,yes,no,True,False,9775,out,79,False
20,f,no,no,no,no,yes,True,False,6856,out,7,False
88,m,no,yes,yes,yes,yes,True,False,1306,out,81,True
83,m,no,yes,yes,yes,yes,True,False,1552,in,41,True
44,f,yes,yes,yes,yes,yes,False,True,9968,in,25,False
31,m,no,yes,yes,yes,yes,True,False,9251,in,81,False
76,m,no,yes,yes,yes,yes,True,False,2476,in,13,True
65,m,yes,yes,yes,yes,yes,True,False,212,in,25,True
98,f,yes,yes,yes,yes,no,True,False,21,in,17,True
94,m,yes,yes,yes,yes,yes,True,False,1921,out,67,True
52,f,yes,yes,no,no,no,False,True,7903,out,53,False
95,f,yes,no,yes,yes,yes,True,True,8469,in,57,False
66,m,yes,yes,yes,yes,yes,True,False,1293,in,18,True
69,m,no,no,no,yes,no,False,True,9547,in,76,False
99,m,yes,yes,yes,yes,yes,True,False,980,out,76,True
51,f,yes,yes,yes,yes,no,True,True,5537,out,26,False
94,f,yes,no,no,yes,no,False,True,2455,out,48,False
64,f,yes,yes,yes,yes,no,True,False,1666,out,96,True
90,f,yes,yes,yes,yes,yes,True,False,315,in,3,True
72,f,yes,yes,yes,yes,yes,True,False,2483,out,98,True
90,m,yes,yes,yes,yes,yes,True,False,2636,in,15,True
100,f,yes,yes,yes,yes,yes,True,False,2855,out,70,True
97,m,yes,yes,yes,yes,yes,True,False,673,in,34,True
67,m,yes,no,yes,yes,yes,True,False,636,in,42,True
23,m,no,no,yes,no,yes,True,True,3875,in,45,False
19,f,yes,no,no,no,yes,False,False,1341,in,85,False
78,m,yes,yes,yes,yes,yes,True,False,2966,in,46,True
47,f,yes,yes,yes,no,yes,True,False,7538,out,59,False
96,m,yes,yes,yes,no,yes,True,False,2790,in,3,True
89,f,yes,yes,yes,yes,yes,True,False,2545,in,3,True
91,m,yes,yes,yes,yes,no,False,True,7260,out,8,False
71,f,yes,yes,yes,yes,yes,True,False,1807,in,36,True
3,m,no,no,yes,no,no,False,True,7906,in,18,False
83,m,yes,yes,no,yes,yes,True,False,88,in,1,True
85,m,yes,yes,yes,no,yes,True,False,601,out,87,True
89,m,yes,yes,yes,yes,yes,True,False,162,out,83,True
66,m,yes,yes,yes,yes,yes,True,False,842,out,92,True
59,f,yes,yes,yes,yes,no,False,True,4163,out,52,False
99,m,no,yes,no,yes,no,True,False,1493,in,43,False
37,f,yes,no,no,yes,no,False,False,5536,out,45,False
51,f,yes,no,no,yes,no,False,False,4129,out,77,False
77,m,yes,yes,yes,no,yes,True,False,845,out,75,True
71,m,yes,yes,yes,yes,yes,True,False,2335,out,52,True
94,f,yes,yes,yes,yes,yes,True,False,2048,in,44,True
94,f,yes,yes,yes,yes,yes,True,False,1006,out,64,True
94,f,no,yes,yes,yes,yes,True,False,1070,out,54,True
89,m,no,no,yes,yes,yes,False,True,1368,out,66,False
94,f,no,no,yes,no,no,False,False,564,out,18,False
56,m,no,yes,yes,no,yes,True,True,1164,in,11,False
74,f,yes,yes,yes,yes,yes,True,False,2552,out,85,True
32,f,yes,no,yes,yes,no,True,False,8721,out,4,False
62,f,yes,yes,yes,yes,yes,True,False,357,in,46,True
92,m,yes,yes,yes,yes,yes,True,False,493,out,82,True
84,f,yes,yes,yes,yes,yes,True,False,2898,in,19,True
80,f,yes,no,yes,no,yes,False,False,9683,in,41,False
45,f,yes,no,no,no,yes,False,True,5754,out,16,False
14,f,no,no,no,yes,no,True,True,706,in,77,False
79,m,yes,yes,yes,yes,yes,True,False,2811,in,36,True
7,m,no,yes,no,yes,no,False,True,8940,in,89,False
97,m,yes,yes,yes,yes,yes,True,False,2939,in,48,True
20,m,yes,no,no,yes,no,False,True,2029,in,90,False
1,m,no,yes,yes,yes,yes,False,True,4715,out,61,False
10,m,yes,no,no,no,yes,True,False,7930,in,73,False
66,m,no,yes,yes,yes,yes,True,False,1244,in,5,True
78,f,yes,yes,yes,yes,yes,True,False,2601,out,54,True
0,f,no,yes,no,no,yes,False,False,1251,in,58,False
57,f,yes,no,no,yes,no,False,True,6774,out,60,False
60,f,yes,yes,yes,yes,yes,True,False,755,in,11,True
83,m,yes,yes,no,yes,yes,True,False,2422,in,17,True
95,m,yes,yes,yes,yes,yes,True,False,2961,in,9,True
55,m,yes,yes,no,no,yes,False,False,4032,out,78,False
70,f,yes,no,yes,yes,yes,True,False,1959,out,71,True
54,m,no,no,no,yes,no,False,True,1207,out,14,False
82,m,no,no,yes,yes,yes,False,True,2893,in,42,False
52,m,yes,yes,yes,no,no,True,False,8584,out,53,False
92,f,no,no,no,no,no,True,False,73,in,63,False
8,f,no,no,no,no,no,True,True,4618,out,56,False
19,m,yes,no,no,no,yes,False,True,9019,in,97,False
76,m,yes,yes,yes,yes,yes,True,False,2382,in,5,True
99,m,yes,yes,yes,yes,yes,True,False,820,out,75,True
17,m,yes,yes,no,no,yes,True,True,9218,out,13,False
93,f,yes,yes,no,yes,no,True,False,5609,out,18,False
60,m,no,yes,yes,no,no,False,True,9295,in,67,False
82,m,yes,no,no,no,yes,False,False,4131,in,90,False
51,f,no,yes,yes,no,no,False,True,1632,out,76,False
70,f,yes,yes,yes,yes,yes,True,False,359,in,44,True
71,f,yes,yes,yes,yes,yes,True,False,2690,out,51,True
68,m,no,no,yes,yes,no,False,True,4495,out,45,False
75,f,yes,yes,yes,no,yes,True,False,74,in,1,True
33,f,no,no,yes,no,yes,False,True,9677,out,43,False
71,f,yes,yes,yes,yes,yes,True,False,211,in,9,True
84,m,yes,yes,yes,yes,yes,True,False,829,out,80,True
92,m,yes,yes,yes,yes,yes,True,False,1613,out,58,True
8,f,no,no,yes,no,no,True,True,7538,in,7,False
70,f,yes,yes,no,yes,no,True,True,9613,out,38,False



The benefit is granted, if some system of rules is satisfied. Those rules rely on the values of the features and the CSV above reflects those rules.

You must provide answers using one of the two words: "granted" or "denied". When a person is Eligible, answer "Granted" and when the person is not eligible, answer "Denied". In addition, in the next line, output a comma-separated list of features that were decisive to grant or deny the benefit. An exemplary answer would be:

denied
gender,patient_type

You must not provide any other answer.

